myv_van_id,contact_type_name,datetime_canvassed,master_survey_question_name,master_survey_response_name
40574753,Walk,2018-10-27 00:00:00 UTC,MSQ2018: VOTE PLAN,No
9204925,Walk,2018-07-19 00:00:00 UTC,17-18 Volunteer Ask,No
3233569,Walk,2018-07-19 00:00:00 UTC,17-18 Volunteer Ask,No
32341026,Walk,2018-10-13 00:00:00 UTC,MSQ2018: VOTE PLAN,No
13326302,Walk,2018-10-10 00:00:00 UTC,MSQ2018: VOTE PLAN,No
3618093,Walk,2018-10-05 00:00:00 UTC,MSQ2018: VOTE PLAN,No
35522342,Walk,2018-10-27 00:00:00 UTC,MSQ2018: VOTE PLAN,No
3385089,Walk,2018-10-19 00:00:00 UTC,MSQ2018: VOTE PLAN,No
3503194,Walk,2018-11-01 00:00:00 UTC,MSQ2018: VOTE PLAN,No
19641963,Walk,2018-11-06 00:00:00 UTC,MSQ2018: VOTE PLAN,No
4299651,Walk,2018-10-14 00:00:00 UTC,MSQ2018: VOTE PLAN,No
31803172,Walk,2018-11-03 00:00:00 UTC,MSQ2018: VOTE PLAN,No
3437650,Walk,2018-10-27 00:00:00 UTC,MSQ2018: VOTE PLAN,No
37079006,Walk,2018-11-04 00:00:00 UTC,MSQ2018: VOTE PLAN,No
3667632,Phone,2018-10-10 00:00:00 UTC,MSQ2018: VOTE PLAN,No
3419042,Phone,2018-10-10 00:00:00 UTC,MSQ2018: VOTE PLAN,No
25472210,Phone,2018-10-14 00:00:00 UTC,MSQ2018: VOTE PLAN,No
32336662,Walk,2016-10-29 00:00:00 UTC,MSQ2016 Volunteer,No
3506326,Walk,2018-10-11 16:49:00 UTC,MSQ2018: VOTE PLAN,No
32336662,Walk,2016-10-29 00:00:00 UTC,MSQ2016 Yard Sign,No
4294515,Walk,2018-10-20 00:00:00 UTC,MSQ2018: VOTE PLAN,No
13325896,Walk,2018-11-02 00:00:00 UTC,MSQ2018: VOTE PLAN,No
39854490,Walk,2018-10-21 00:00:00 UTC,MSQ2018: VOTE PLAN,No
37153457,Walk,2018-10-20 00:00:00 UTC,MSQ2018: VOTE PLAN,No
39622674,Walk,2018-11-04 00:00:00 UTC,MSQ2018: VOTE PLAN,No
3741872,Walk,2018-11-03 00:00:00 UTC,MSQ2018: VOTE PLAN,No
7518976,Walk,2018-10-17 00:00:00 UTC,MSQ2018: VOTE PLAN,No
19978292,Walk,2018-10-21 00:00:00 UTC,MSQ2018: VOTE PLAN,No
39328934,Walk,2018-11-06 00:00:00 UTC,MSQ2018: VOTE PLAN,No
4173636,Walk,2018-11-03 00:00:00 UTC,MSQ2018: VOTE PLAN,No
3578719,Walk,2018-10-27 00:00:00 UTC,MSQ2018: VOTE PLAN,No
39596992,Walk,2018-11-06 00:00:00 UTC,MSQ2018: VOTE PLAN,No
3852682,Walk,2018-10-28 00:00:00 UTC,MSQ2018: VOTE PLAN,No
17485689,Walk,2018-11-04 00:00:00 UTC,MSQ2018: VOTE PLAN,No
4181452,Walk,2018-11-05 00:00:00 UTC,MSQ2018: VOTE PLAN,No
3956127,Walk,2018-10-18 00:00:00 UTC,MSQ2018: VOTE PLAN,No
4030070,Walk,2018-10-27 00:00:00 UTC,MSQ2018: VOTE PLAN,No
21062521,Walk,2018-11-03 00:00:00 UTC,MSQ2018: VOTE PLAN,No
2154248,SMS Text,2018-10-27 16:19:00 UTC,2018MSQ: Erly Vt Cmt,No
3431917,Phone,2016-09-21 00:00:00 UTC,MSQ2016 Yard Sign,No
3977581,Phone,2018-10-20 00:00:00 UTC,MSQ2018: VOTE PLAN,No
3997791,Phone,2018-11-02 00:00:00 UTC,MSQ2018: VOTE PLAN,No
29067897,Phone,2018-10-30 00:00:00 UTC,MSQ2018: VOTE PLAN,No
39026500,Phone,2018-10-22 00:00:00 UTC,MSQ2018: VOTE PLAN,No
3347088,Phone,2018-10-27 00:00:00 UTC,MSQ2018: VOTE PLAN,No
3449250,Walk,2016-10-29 00:00:00 UTC,MSQ2016 Yard Sign,No
3733363,Walk,2018-09-30 00:00:00 UTC,17-18 Volunteer Ask,No
13463234,Walk,2018-10-26 00:00:00 UTC,MSQ2018: VOTE PLAN,No
20763104,Walk,2018-10-27 00:00:00 UTC,MSQ2018: VOTE PLAN,No
4222909,Walk,2018-11-02 00:00:00 UTC,MSQ2018: VOTE PLAN,No
2755170,Walk,2018-10-29 00:00:00 UTC,MSQ2018: VOTE PLAN,No
3457304,Walk,2018-10-18 00:00:00 UTC,MSQ2018: VOTE PLAN,No
39877178,Walk,2018-10-27 00:00:00 UTC,MSQ2018: VOTE PLAN,No
4294288,Walk,2018-11-06 00:00:00 UTC,MSQ2018: VOTE PLAN,No
37497315,Walk,2018-11-02 00:00:00 UTC,MSQ2018: VOTE PLAN,No
3442416,Walk,2018-10-20 00:00:00 UTC,MSQ2018: VOTE PLAN,No
3763348,Walk,2018-11-03 00:00:00 UTC,MSQ2018: VOTE PLAN,No
37681804,Walk,2018-11-05 00:00:00 UTC,MSQ2018: VOTE PLAN,No
3582897,Walk,2018-10-21 00:00:00 UTC,MSQ2018: VOTE PLAN,No
13784896,Walk,2018-10-31 00:00:00 UTC,MSQ2018: VOTE PLAN,No
20054333,Walk,2018-11-06 00:00:00 UTC,MSQ2018: VOTE PLAN,No
37081234,Walk,2018-10-20 00:00:00 UTC,MSQ2018: VOTE PLAN,No
21119576,Walk,2018-11-03 00:00:00 UTC,MSQ2018: VOTE PLAN,No
31831103,Phone,2018-11-04 00:00:00 UTC,MSQ2018: VOTE PLAN,No
20213053,Phone,2018-10-13 00:00:00 UTC,MSQ2018: VOTE PLAN,No
3623578,Phone,2018-11-01 00:00:00 UTC,MSQ2018: VOTE PLAN,No
20213053,Phone,2018-10-27 00:00:00 UTC,MSQ2018: VOTE PLAN,No
1992969,Walk,2018-01-20 00:00:00 UTC,17-18 Volunteer Ask,No
31837354,Walk,2018-10-06 00:00:00 UTC,MSQ2018: VOTE PLAN,No
39854490,Walk,2018-10-28 00:00:00 UTC,MSQ2018: VOTE PLAN,No
4107717,Walk,2018-10-20 00:00:00 UTC,MSQ2018: VOTE PLAN,No
37686102,Walk,2018-10-30 00:00:00 UTC,MSQ2018: VOTE PLAN,No
40420084,Walk,2018-10-27 00:00:00 UTC,MSQ2018: VOTE PLAN,No
24324953,Walk,2018-11-04 00:00:00 UTC,MSQ2018: VOTE PLAN,No
31828641,Walk,2018-10-27 00:00:00 UTC,MSQ2018: VOTE PLAN,No
37984059,Walk,2018-10-14 00:00:00 UTC,MSQ2018: VOTE PLAN,No
37390859,Walk,2018-10-29 00:00:00 UTC,MSQ2018: VOTE PLAN,No
36961896,Walk,2018-10-18 00:00:00 UTC,MSQ2018: VOTE PLAN,No
26454926,Walk,2018-10-14 00:00:00 UTC,MSQ2018: VOTE PLAN,No
3792768,Walk,2018-09-29 00:00:00 UTC,17-18 Volunteer Ask,No
4006110,Walk,2018-10-21 00:00:00 UTC,MSQ2018: VOTE PLAN,No
3847006,Phone,2016-06-28 00:00:00 UTC,MSQ2016 Volunteer,No
3696932,Phone,2018-02-19 19:32:00 UTC,17-18 Volunteer Ask,No
3625637,Phone,2018-10-12 00:00:00 UTC,MSQ2018: VOTE PLAN,No
32630190,Phone,2018-10-22 00:00:00 UTC,MSQ2018: VOTE PLAN,No
4108812,Phone,2018-10-13 00:00:00 UTC,MSQ2018: VOTE PLAN,No
31822403,Phone,2018-10-06 00:00:00 UTC,MSQ2018: VOTE PLAN,No
3334059,Phone,2018-11-02 00:00:00 UTC,MSQ2018: VOTE PLAN,No
3381043,Walk,2016-10-29 00:00:00 UTC,MSQ2016 Yard Sign,No
20763276,Walk,2016-10-01 00:00:00 UTC,MSQ2016 Volunteer,No
4165198,Walk,2016-07-30 00:00:00 UTC,MSQ2016 Yard Sign,No
21641779,Walk,2018-11-01 00:00:00 UTC,MSQ2018: VOTE PLAN,No
4222909,Walk,2018-10-13 00:00:00 UTC,MSQ2018: VOTE PLAN,No
40806383,Walk,2018-10-28 00:00:00 UTC,MSQ2018: VOTE PLAN,No
3352728,Walk,2018-10-14 00:00:00 UTC,MSQ2018: VOTE PLAN,No
3455986,Walk,2018-10-08 00:00:00 UTC,MSQ2018: VOTE PLAN,No
13386712,Walk,2018-10-30 00:00:00 UTC,MSQ2018: VOTE PLAN,No
20134835,Walk,2018-10-26 00:00:00 UTC,MSQ2018: VOTE PLAN,No
40582136,Walk,2018-11-05 00:00:00 UTC,MSQ2018: VOTE PLAN,No
13386712,Walk,2018-11-02 00:00:00 UTC,MSQ2018: VOTE PLAN,No
4013328,Walk,2018-11-03 00:00:00 UTC,MSQ2018: VOTE PLAN,No
4062617,Walk,2018-10-22 00:00:00 UTC,MSQ2018: VOTE PLAN,No
37948931,Walk,2018-10-21 00:00:00 UTC,MSQ2018: VOTE PLAN,No
4350757,Walk,2018-10-27 00:00:00 UTC,MSQ2018: VOTE PLAN,No
20502672,Walk,2018-10-28 00:00:00 UTC,MSQ2018: VOTE PLAN,No
21148724,Walk,2018-11-05 00:00:00 UTC,MSQ2018: VOTE PLAN,No
4307681,Phone,2018-10-18 21:47:00 UTC,2018MSQ: Erly Vt Cmt,Yes
3282918,Phone,2018-10-07 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
3438190,Phone,2018-10-10 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
4001249,Phone,2018-10-13 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
488816,Phone,2018-10-08 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
3680319,Phone,2018-10-09 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
3977581,Phone,2018-10-20 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
40450696,Phone,2018-10-28 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
4555310,Phone,2018-10-10 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
3677729,Phone,2018-10-26 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
2904556,Phone,2018-10-11 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
4428228,Phone,2018-10-13 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
38460868,Phone,2018-10-29 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
3569340,Phone,2018-10-19 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
3420235,Walk,2018-05-19 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
2873973,Walk,2018-10-21 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
4421631,Walk,2018-11-04 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
7518976,Walk,2018-11-05 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
4037866,Walk,2018-10-07 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
31478218,Walk,2018-10-22 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
2168289,Walk,2018-10-27 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
37964487,Walk,2018-10-10 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
38783893,Walk,2018-10-19 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
39861133,Walk,2018-10-21 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
13326302,Walk,2018-10-10 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
4300394,Walk,2018-11-06 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
37158296,Walk,2018-10-25 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
3582897,Walk,2018-10-21 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
3914301,Walk,2018-10-21 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
38787419,Walk,2018-10-23 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
39854626,Walk,2018-10-23 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
38787974,Walk,2018-10-20 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
3863888,Walk,2018-10-23 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
2409765,Walk,2018-10-20 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
38216724,Walk,2018-10-28 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
4250417,Walk,2018-10-22 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
38432395,Walk,2018-10-20 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
3568688,Walk,2018-10-20 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
4285603,Walk,2018-10-21 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
3626271,Walk,2018-11-03 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
2129598,Walk,2018-10-22 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
29081143,Walk,2018-10-27 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
38474447,Walk,2018-10-22 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
3240099,Walk,2018-10-18 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
31829028,Walk,2018-10-21 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
2755170,Walk,2018-10-29 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
3674654,Walk,2018-10-26 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
3941797,Walk,2018-10-27 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
39029801,Paid Walk,2018-10-25 18:24:00 UTC,2018MSQ: Erly Vt Cmt,Yes
3713177,SMS Text,2018-10-29 20:12:00 UTC,2018MSQ: Erly Vt Cmt,Yes
12252383,SMS Text,2018-10-22 16:19:00 UTC,2018MSQ: Erly Vt Cmt,Yes
3968783,SMS Text,2018-10-22 16:31:00 UTC,2018MSQ: Erly Vt Cmt,Yes
3522928,SMS Text,2018-10-22 14:20:00 UTC,2018MSQ: Erly Vt Cmt,Yes
3594037,SMS Text,2018-10-21 19:14:00 UTC,2018MSQ: Erly Vt Cmt,Yes
3858326,SMS Text,2018-10-29 12:34:00 UTC,2018MSQ: Erly Vt Cmt,Yes
3493832,SMS Text,2018-10-27 14:23:00 UTC,2018MSQ: Erly Vt Cmt,Yes
4095587,SMS Text,2018-10-28 17:47:00 UTC,2018MSQ: Erly Vt Cmt,Yes
20181520,SMS Text,2018-10-31 15:48:00 UTC,2018MSQ: Erly Vt Cmt,Yes
39585965,SMS Text,2018-10-14 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
2410303,SMS Text,2018-10-21 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
4299651,SMS Text,2018-10-10 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
2613519,SMS Text,2018-10-22 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
3541856,SMS Text,2018-10-21 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
3541856,SMS Text,2018-10-14 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
21085487,Phone,2018-11-01 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
3239207,Phone,2018-10-16 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
3795666,Phone,2018-10-27 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
34888004,Phone,2018-10-27 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
3222073,Phone,2018-10-11 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
13349675,Phone,2018-10-27 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
4014028,Walk,2017-11-10 00:00:00 UTC,17-18 Volunteer Ask,Yes
40806852,Walk,2018-10-28 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
19962840,Walk,2018-10-16 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
36951835,Walk,2018-11-02 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
3820285,Walk,2018-10-21 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
3576984,Walk,2018-10-18 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
23713450,Walk,2018-10-21 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
4144094,Walk,2018-10-20 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
3392565,Walk,2018-10-20 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
3576461,Walk,2018-10-29 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
39334787,Walk,2018-10-12 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
37277340,Walk,2018-10-23 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
3680257,Walk,2018-10-18 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
39003527,Walk,2018-10-24 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
4745125,Walk,2018-10-08 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
32365844,Walk,2018-10-28 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
36949719,Walk,2018-10-28 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
37281939,Walk,2018-10-24 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
4245584,Walk,2018-11-01 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
40603093,Walk,2018-11-02 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
17047017,Walk,2018-10-29 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
39335174,Walk,2018-10-24 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
4160904,Paid Walk,2018-10-24 19:41:00 UTC,2018MSQ: Erly Vt Cmt,Yes
32354695,SMS Text,2018-10-30 14:56:00 UTC,2018MSQ: Erly Vt Cmt,Yes
21136331,SMS Text,2018-10-23 18:16:00 UTC,2018MSQ: Erly Vt Cmt,Yes
17713751,SMS Text,2018-11-02 13:37:00 UTC,2018MSQ: Erly Vt Cmt,Yes
20083749,SMS Text,2018-10-20 18:32:00 UTC,2018MSQ: Erly Vt Cmt,Yes
3970467,SMS Text,2018-10-24 17:13:00 UTC,2018MSQ: Erly Vt Cmt,Yes
3342643,SMS Text,2018-10-26 21:02:00 UTC,2018MSQ: Erly Vt Cmt,Yes
22228654,SMS Text,2018-10-24 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
32583408,SMS Text,2018-10-22 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
3768319,SMS Text,2018-10-21 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
2328067,SMS Text,2018-10-10 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
40674438,SMS Text,2018-10-21 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
14065154,SMS Text,2018-10-22 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
3568394,SMS Text,2018-10-21 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
3643322,SMS Text,2018-10-09 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
32628591,Phone,2018-10-13 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
3976179,Phone,2018-10-26 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
32635054,Phone,2018-10-15 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
16571061,Phone,2018-10-23 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
3645768,Phone,2018-10-18 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
37956888,Phone,2018-10-28 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
23176456,Phone,2018-10-13 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
3721506,Phone,2018-10-20 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
4190681,Phone,2018-10-28 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
2806541,Phone,2018-10-19 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
3455986,Phone,2018-10-25 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
3568310,Phone,2018-10-09 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
4464986,Phone,2018-10-10 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
4190681,Phone,2018-10-10 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
4635551,Phone,2018-10-10 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
17411965,Phone,2018-10-22 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
3966625,Phone,2018-10-10 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
4014028,Walk,2017-11-18 00:00:00 UTC,17-18 Volunteer Ask,Yes
17713751,Walk,2018-05-19 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
40458044,Walk,2018-10-28 15:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
23614858,Walk,2018-10-11 19:36:00 UTC,2018MSQ: Erly Vt Cmt,Yes
3474757,Walk,2018-04-30 15:34:00 UTC,2018MSQ: Erly Vt Cmt,Yes
37946244,Walk,2018-10-27 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
39007639,Walk,2018-10-15 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
40417185,Walk,2018-10-27 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
21033285,Walk,2018-10-27 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
3437650,Walk,2018-10-27 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
3585124,Walk,2018-10-14 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
13337594,Walk,2018-10-28 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
16881893,Walk,2018-10-20 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
3566904,Walk,2018-10-15 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
26124166,Walk,2018-10-26 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
38474447,Walk,2018-10-28 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
2686117,Walk,2018-11-01 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
36971545,Walk,2018-10-13 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
21491610,Walk,2018-10-17 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
24059917,Walk,2018-10-29 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
4262086,Walk,2018-10-22 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
37671273,Walk,2018-10-21 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
3164426,Walk,2018-10-27 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
31374868,Walk,2018-10-11 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
40813884,Walk,2018-10-27 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
3986301,Walk,2018-10-21 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
40574389,Walk,2018-10-28 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
20492386,Walk,2018-10-07 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
39340186,Paid Walk,2018-10-29 18:15:00 UTC,2018MSQ: Erly Vt Cmt,Yes
17246502,SMS Text,2018-10-22 17:43:00 UTC,2018MSQ: Erly Vt Cmt,Yes
32349967,SMS Text,2018-11-01 19:16:00 UTC,2018MSQ: Erly Vt Cmt,Yes
39617950,SMS Text,2018-10-24 18:49:00 UTC,2018MSQ: Erly Vt Cmt,Yes
20058510,SMS Text,2018-10-29 13:35:00 UTC,2018MSQ: Erly Vt Cmt,Yes
19282132,SMS Text,2018-10-30 15:47:00 UTC,2018MSQ: Erly Vt Cmt,Yes
29081394,SMS Text,2018-10-17 12:41:00 UTC,2018MSQ: Erly Vt Cmt,Yes
3453749,SMS Text,2018-10-27 16:43:00 UTC,2018MSQ: Erly Vt Cmt,Yes
3686051,SMS Text,2018-10-27 21:43:00 UTC,2018MSQ: Erly Vt Cmt,Yes
3493832,SMS Text,2018-10-09 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
2129598,SMS Text,2018-10-10 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
3559742,SMS Text,2018-10-21 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
3847909,SMS Text,2018-10-15 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
14072182,Phone,2018-10-20 12:10:00 UTC,2018MSQ: Erly Vt Cmt,Yes
17853366,Phone,2018-10-20 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
4092931,Phone,2018-10-22 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
37185587,Phone,2018-10-13 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
333005,Phone,2018-10-19 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
4092931,Phone,2018-10-25 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
3242953,Phone,2018-10-22 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
3787867,Phone,2018-10-10 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
3693302,Phone,2018-10-19 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
3877494,Phone,2018-10-25 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
2347884,Phone,2018-10-10 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
37980098,Phone,2018-10-18 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
3537060,Walk,2018-04-30 15:34:00 UTC,2018MSQ: Erly Vt Cmt,Yes
3858011,Walk,2017-11-18 16:20:00 UTC,MSQ2018: PET DCCC,Yes
3419042,Walk,2018-10-18 20:17:00 UTC,2018MSQ: Erly Vt Cmt,Yes
7678917,Walk,2018-10-10 17:22:00 UTC,2018MSQ: Erly Vt Cmt,Yes
29075937,Walk,2018-10-12 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
4098433,Walk,2018-10-14 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
11582196,Walk,2018-10-26 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
37948931,Walk,2018-10-21 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
38653325,Walk,2018-10-31 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
32515319,Walk,2018-11-02 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
40420084,Walk,2018-10-27 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
13784896,Walk,2018-10-29 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
23601513,Walk,2018-10-20 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
29070039,Walk,2018-10-07 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
3751388,Walk,2018-10-10 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
3382028,Walk,2018-10-09 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
32354435,Walk,2018-10-28 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
37494240,Walk,2018-10-23 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
27740494,Walk,2018-10-27 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
38199928,Walk,2018-10-28 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
4055863,Walk,2018-10-22 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
38187479,Walk,2018-10-21 00:00:00 UTC,2018MSQ: Erly Vt Cmt,Yes
